1.8123e+00  1.7775e+00  9.4225e-02
7.6312e+00  1.5784e+00  3.7093e-02
9.1920e-01  1.8512e+00  1.0170e+00
3.7535e-01  7.4782e-01  5.8977e+00
2.6193e-01  5.6674e-01  1.4261e+00
4.6011e-01  1.4538e+00  4.6259e+00
1.3780e+00  1.8724e+00  6.2473e+00
1.0978e-01  1.5444e+00  3.5755e-01
1.0978e-01  1.4295e+00  6.6398e-01
1.0978e-01  1.9891e+00  1.5524e+00
1.0978e-01  1.8973e+00  8.6207e-02
1.0978e-01  1.7195e+00  4.4350e+00
1.0978e-01  6.6163e-01  4.9928e+00
1.0978e-01  8.3023e-01  2.5180e+00
2.6588e+00  1.8579e+00  6.0173e+00
2.8787e-01  1.8696e+00  2.1229e+00
3.1954e+00  1.6436e+00  2.3931e-01
5.4904e+00  1.6349e+00  6.1517e+00
3.3484e+00  1.4856e+00  6.1819e+00
2.2337e+00  2.0061e+00  3.1100e-01
8.8127e-01  2.0142e+00  5.5652e+00
1.6337e-01  1.7787e+00  1.4514e+00
8.8627e-01  1.6013e+00  7.7353e-01
1.0978e-01  1.2195e+00  6.1463e+00
1.1826e+00  1.6150e+00  5.9089e+00
2.5092e+00  1.4611e+00  6.0863e+00
1.7407e-01  1.8237e+00  4.2168e-01
2.5601e+00  1.4793e+00  2.0868e-01
1.3444e+00  1.5902e+00  4.2351e-01
2.2908e+00  1.5180e+00  3.8282e-01
3.8712e+00  1.6912e+00  2.3427e-02
9.4720e+00  1.6289e+00  6.2470e+00
2.5403e+00  1.4945e+00  4.1453e-02
1.0978e-01  2.7643e+00  2.6044e+00
1.0978e-01  8.0533e-01  5.3999e+00
1.2715e+00  1.9974e+00  6.1276e+00
1.0978e-01  2.0310e+00  7.5667e-01
7.8670e-01  1.0388e+00  4.8818e-01
1.0978e-01  6.3032e-01  1.9999e-01
1.8190e+00  1.6533e+00  6.1553e+00
1.0447e+00  1.5532e+00  5.8734e+00
1.0978e-01  2.8630e+00  3.5705e+00
1.0978e-01  7.9312e-01  4.5828e+00
2.8450e+00  1.8532e+00  2.3667e-02
5.8966e+00  1.4368e+00  1.5738e-01
1.0978e-01  1.9851e+00  6.2392e+00
5.2847e-01  2.5155e+00  4.8200e+00
1.2770e+00  1.9414e+00  5.2475e-01
1.0978e-01  2.0696e+00  1.3453e+00
1.7173e+00  1.8130e+00  1.1815e-01
1.2441e+00  1.9893e+00  3.7607e-01
4.5181e-01  1.5316e+00  6.0646e+00
1.8318e+00  1.4278e+00  2.3313e-01
1.0978e-01  1.4313e+00  4.4956e+00
2.6339e+00  1.5693e+00  4.7995e-01
1.0978e-01  1.7868e+00  5.3056e+00
1.7563e+00  1.3697e+00  6.2309e+00
1.0978e-01  7.7703e-01  2.6983e+00
2.9491e-01  2.0830e+00  1.1917e+00
1.4619e+00  1.5477e+00  6.0848e+00
2.9025e+00  1.5134e+00  1.6460e-01
1.0978e-01  1.6183e+00  1.6631e+00
2.9598e+00  1.6823e+00  1.5346e-01
1.2117e+00  1.9538e+00  5.9108e+00
1.0978e-01  1.3253e+00  1.6809e+00
3.1954e-01  8.4468e-01  5.8780e+00
1.4082e+00  2.0237e+00  1.5396e-01
1.0978e-01  4.0442e-01  1.4055e+00
4.0118e-01  6.8241e-01  6.1268e+00
3.9720e+00  2.0126e+00  5.9986e-03
1.0978e-01  2.6256e+00  1.4761e-01
6.4598e+00  1.5793e+00  6.2826e+00
1.6871e+00  1.4967e+00  3.5485e-01
1.4466e+00  2.4480e+00  6.1706e+00
1.0978e-01  2.8691e+00  1.2533e+00
1.1762e+00  1.3418e+00  1.5282e-01
1.0978e-01  2.4847e+00  3.2856e+00
4.5358e+00  1.6211e+00  6.1580e+00
2.7006e-01  1.9731e+00  4.8740e+00
1.0978e-01  2.4597e+00  5.4245e-01
1.4399e+00  1.8289e+00  2.7847e-01
3.9239e+00  1.4353e+00  5.4762e-03
2.1070e+00  1.4104e+00  6.1032e+00
1.7771e+00  1.6553e+00  9.0848e-02
3.5728e+00  1.4702e+00  5.4788e-02
1.0978e-01  2.0376e+00  1.1487e+00
5.9150e-01  1.2882e+00  2.8502e-01
2.6314e-01  1.1177e+00  2.6691e+00
1.2129e+00  2.4690e+00  3.4948e-01
1.0978e-01  2.0604e+00  3.1214e-01
1.0978e-01  1.7344e+00  3.2816e-02
5.1480e-01  2.6908e+00  1.6185e-01
1.0978e-01  1.3824e+00  2.3848e+00
1.0978e-01  6.6295e-01  1.8940e+00
1.0978e-01  1.4492e+00  8.6704e-01
1.0978e-01  1.1731e+00  9.9254e-01
6.3522e-01  1.0899e+00  1.0759e+00
1.0978e-01  1.2143e+00  2.6678e+00
1.0978e-01  1.8132e+00  5.1259e-01
1.0978e-01  6.2054e-01  2.5775e+00
1.4619e+00  2.1734e+00  1.1338e-01
1.0978e-01  1.5067e+00  4.8702e+00
3.0024e+00  1.4927e+00  6.2782e+00
1.0978e-01  2.1640e+00  6.0564e+00
3.0950e+00  1.6622e+00  1.9465e-01
1.6244e+00  1.9629e+00  6.1969e+00
1.0978e-01  8.6112e-01  5.1429e+00
1.0978e-01  9.5608e-01  3.4601e-01
9.9757e-01  2.1530e+00  6.1168e+00
1.0978e-01  1.3957e+00  3.7824e+00
8.1269e+00  1.8141e+00  1.2131e-01
1.0978e-01  2.5039e+00  2.6365e-02
4.2408e-01  2.3403e+00  1.3133e-01
1.0978e-01  2.1158e+00  5.7669e+00
3.9119e-01  1.7262e+00  9.8454e-02
1.0978e-01  5.5648e-01  4.1484e+00
1.0978e-01  1.1787e+00  2.4832e+00
3.4739e-01  1.4792e+00  4.1700e+00
8.2171e+00  1.7697e+00  1.0523e-01
1.0978e-01  1.5577e+00  3.0460e+00
1.0978e-01  2.9906e+00  3.0985e+00
1.0978e-01  1.4622e+00  5.1532e+00
1.8531e+00  1.3915e+00  2.9898e-02
9.6060e+00  1.6845e+00  2.3106e-02
1.0978e-01  1.7659e+00  6.2740e+00
2.7795e+00  1.2542e+00  6.2509e+00
1.3655e+00  1.6259e+00  5.8420e+00
2.1040e+00  1.7286e+00  1.4984e-01
1.1103e+00  1.2765e+00  2.2278e-01
1.3766e+00  1.9286e+00  1.6737e-01
1.0978e-01  1.6186e+00  2.3464e+00
2.0078e+00  1.6228e+00  6.1554e+00
3.5231e+00  1.6837e+00  6.2319e+00
1.0978e-01  1.1804e+00  4.9376e+00
1.0978e-01  6.7414e-01  5.1221e-01
3.0193e+00  1.4917e+00  6.1497e+00
1.0978e-01  2.6331e+00  2.7767e-01
1.0978e-01  1.6219e+00  1.5311e+00
4.3812e-01  1.9727e+00  1.2006e+00
1.0978e-01  1.8351e+00  2.1456e+00
1.4084e-01  9.9380e-01  3.2897e-02
1.0978e-01  7.8189e-01  3.5051e+00
1.0978e-01  1.4431e+00  1.2266e+00
8.2881e-01  2.3990e+00  7.4647e-01
1.5667e+00  1.3876e+00  6.2748e+00
1.0861e+00  1.1173e+00  6.0152e+00
1.3531e+00  1.4614e+00  9.2129e-02
1.0978e-01  9.0954e-01  1.3119e+00
1.0978e-01  1.4101e+00  2.6815e-01
9.0716e-01  9.9361e-01  3.0610e-02
2.0095e-01  7.6691e-01  4.8495e+00
2.8577e+00  1.6764e+00  6.2578e+00
1.4180e-01  2.2421e-01  4.0945e+00
2.7293e-01  1.1510e+00  4.8833e-01
9.5623e-01  1.8656e+00  2.3896e-01
8.8115e-01  1.1743e+00  5.8027e-01
8.8772e+00  1.6984e+00  6.1719e+00
3.2200e-01  2.1312e+00  1.3557e-01
4.5906e-01  2.6734e+00  1.3622e+00
1.0978e-01  2.3433e+00  4.5674e+00
1.5716e+00  2.0765e+00  4.5904e-01
1.3226e+00  1.9230e+00  6.1005e+00
1.0978e-01  2.5346e+00  1.4698e+00
7.1034e-01  1.9813e+00  6.0936e+00
1.0978e-01  1.9033e+00  5.0120e+00
1.3507e+00  1.5555e+00  6.1287e+00
4.0227e-01  2.1303e+00  5.9139e-01
2.3404e-01  2.3906e+00  2.4066e+00
1.0831e+00  1.4871e+00  6.1219e+00
1.1268e-01  1.6907e+00  5.9356e+00
2.5815e-01  2.3002e+00  7.5017e-01
1.0978e-01  2.0679e+00  1.5819e+00
9.4853e-01  1.3881e+00  2.0740e-01
1.0978e-01  2.1584e+00  4.6132e+00
3.9380e+00  1.8053e+00  1.4317e-01
3.3673e+00  1.7507e+00  4.1367e-02
4.4563e+00  1.5170e+00  6.0343e+00
1.0978e-01  1.8543e+00  3.8349e+00
1.0978e-01  1.2444e+00  3.7756e+00
1.0978e-01  2.1914e+00  4.1567e+00
1.0978e-01  1.6331e+00  2.7609e+00
1.6827e+00  1.3463e+00  6.2214e+00
1.4474e-01  1.9016e+00  3.4858e+00
6.8207e-01  1.8926e+00  5.2812e+00
3.0024e+00  1.2622e+00  7.5229e-02
2.8374e-01  8.5543e-01  7.0262e-04
1.0978e-01  1.9703e-01  3.4017e+00
1.4013e+00  1.5449e+00  3.7251e-01
1.1116e+00  2.2089e+00  2.4996e-01
1.2165e+00  1.4872e+00  5.2135e-01
1.7295e+00  1.9794e+00  1.2242e-01
6.7626e-01  1.9234e+00  8.5551e-01
1.0978e-01  2.4819e+00  1.9733e+00
1.9419e+00  2.0319e+00  3.0002e-01
1.0978e-01  1.1958e+00  3.9011e+00
4.0539e+00  1.7615e+00  1.3479e-01
4.6777e+00  1.6475e+00  1.0202e-01
1.0978e-01  1.4395e+00  6.5810e-01
1.0978e-01  2.2741e+00  3.2787e+00
1.9803e+00  1.9240e+00  1.9295e-01
1.0978e-01  3.7580e-01  1.8523e+00
1.5725e+00  1.5810e+00  6.0875e+00
1.0978e-01  2.1598e+00  4.3246e+00
1.3310e+00  2.2913e+00  6.2599e+00
1.3997e+00  1.5145e+00  6.0875e+00
9.7283e-01  2.4352e+00  3.8764e-01
1.0978e-01  1.6768e+00  1.3121e+00
1.1760e+00  1.8127e+00  3.1951e-01
5.9301e+00  1.7804e+00  1.6642e-01
1.0978e-01  8.4295e-01  3.3488e+00
1.0978e-01  1.1332e+00  1.6809e+00
1.0978e-01  2.4716e+00  3.8897e+00
1.8407e+00  1.4021e+00  6.0820e+00
4.5456e-01  2.6375e+00  1.3323e+00
1.4820e+00  1.0985e+00  1.7479e-01
1.8403e+00  1.5368e+00  6.0609e+00
1.0978e-01  7.6226e-01  3.2582e+00
1.0978e-01  2.1792e+00  3.0550e+00
2.1952e+00  2.1351e+00  6.0753e+00
1.0978e-01  1.6785e+00  4.0442e+00
3.1157e-01  1.0834e+00  5.6373e+00
1.0978e-01  1.6940e+00  3.5078e-01
1.0978e-01  1.1171e+00  7.5520e-01
1.0978e-01  8.7870e-01  5.7198e-01
1.0978e-01  4.2945e-01  5.3612e+00
1.0978e-01  2.2767e+00  5.8815e+00
1.0978e-01  1.5180e+00  4.6695e+00
1.0978e-01  1.0048e+00  2.0909e+00
9.0942e+00  1.6970e+00  6.2541e+00
1.1683e+00  2.1684e+00  5.8769e+00
3.4721e+00  1.8006e+00  8.8085e-02
2.3183e+00  1.9079e+00  6.2107e+00
1.0978e-01  1.5970e+00  2.7652e-02
9.3105e-01  1.0767e+00  6.1002e+00
1.0978e-01  7.9280e-01  4.1006e+00
1.0978e-01  2.5479e+00  4.4369e+00
2.5815e-01  1.7456e+00  3.6815e+00
1.2667e+00  1.9457e+00  5.8937e+00
2.5815e-01  2.0259e+00  5.0156e+00
1.4823e-01  1.2064e+00  1.7522e-01
1.6057e+00  1.4859e+00  5.8467e+00
1.0978e-01  2.7809e+00  2.9797e+00
3.0168e-01  1.2748e+00  4.7127e+00
1.0978e-01  1.0509e+00  2.4399e+00
4.2624e-01  1.2770e+00  5.6451e+00
1.0460e+00  2.3521e+00  6.3861e-01
1.0978e-01  2.6899e+00  1.7267e+00
1.0978e-01  1.1484e+00  2.8322e+00
1.0978e-01  1.5245e+00  4.4936e+00
3.2803e-01  2.9652e+00  2.9170e+00
1.0978e-01  3.9852e-01  5.8558e+00
3.2293e-01  2.4585e+00  1.8559e-01
1.7151e+00  1.5432e+00  6.1810e+00
1.0978e-01  3.9378e-01  4.1917e+00
6.5181e+00  1.6815e+00  6.2472e+00
3.7960e+00  1.6664e+00  3.0011e-01
1.0978e-01  1.9029e+00  5.8882e+00
1.9786e+00  1.5970e+00  5.8827e+00
9.2843e-01  2.2506e+00  6.2808e-01
1.0978e-01  1.3440e+00  8.6407e-01
1.0978e-01  1.0913e+00  3.0931e+00
1.0278e+00  1.3934e+00  1.2254e-01
1.0978e-01  8.7955e-01  8.4542e-01
2.1207e-01  1.3017e+00  4.9863e+00
3.2593e+00  1.5361e+00  1.4092e-01
2.2147e+00  1.8893e+00  2.9616e-01
3.0739e+00  1.6163e+00  1.0365e-01
4.7846e-01  1.8813e+00  7.1573e-01
1.0978e-01  3.0944e+00  1.5563e+00
1.0978e-01  1.0922e+00  2.7666e+00
4.5624e+00  1.7361e+00  6.0427e+00
1.0978e-01  2.2219e+00  3.8304e+00
1.0978e-01  1.1490e+00  1.1222e+00
1.6275e+00  1.1347e+00  6.2209e+00
1.0978e-01  1.2876e+00  1.3565e+00
5.5269e-01  5.3389e-01  6.0670e-01
1.0978e-01  9.0231e-01  4.9189e+00
8.9723e+00  1.7571e+00  6.2540e+00
1.0978e-01  6.1361e-01  1.6325e+00
1.7875e+00  1.8408e+00  1.5835e-01
1.0978e-01  1.0309e+00  2.3271e+00
1.2091e+00  1.7275e+00  6.1804e-01
7.8462e-01  1.7435e+00  6.1904e+00
1.0978e-01  1.2218e+00  2.8843e+00
1.1108e+00  1.5325e+00  5.7996e+00
1.0978e-01  2.2426e+00  2.9785e+00
1.3463e+00  1.4668e+00  4.9053e-01
4.4832e-01  8.9707e-01  2.1881e-01
1.0978e-01  2.4810e+00  7.8814e-01
1.9181e+00  1.6970e+00  4.0384e-01
1.0978e-01  3.5492e-01  5.8693e+00
1.0978e-01  1.7944e+00  3.7770e+00
1.0978e-01  2.0269e+00  1.1033e+00
1.0978e-01  2.5052e+00  4.4579e+00
1.0978e-01  1.4476e+00  5.9350e+00
2.8667e+00  1.6422e+00  7.6850e-02
8.1731e+00  1.7569e+00  6.1598e+00
5.0395e-01  2.4155e+00  1.3146e+00
1.5886e+00  1.5052e+00  1.0766e-01
1.7814e+00  1.9537e+00  1.4844e-01
4.2680e-01  1.4744e+00  5.4734e-01
1.1665e+00  1.3170e+00  1.6085e-01
1.0978e-01  1.7000e+00  1.1723e+00
4.2336e-01  6.8508e-01  6.0200e+00
1.5683e+00  1.8217e+00  1.5648e-01
3.4770e+00  1.8054e+00  6.2471e+00
1.0978e-01  1.2908e+00  3.7950e-01
1.6303e-01  1.7796e+00  1.4065e+00
1.0978e-01  1.1171e+00  4.5674e+00
1.1986e+00  1.5763e+00  6.1591e+00
1.0978e-01  2.2704e+00  4.3774e-01
6.9125e+00  1.7490e+00  6.2723e+00
1.0978e-01  1.7761e+00  2.5986e+00
1.8442e+00  1.9554e+00  2.6311e-01
8.0915e-01  1.4321e+00  6.1251e+00
1.0978e-01  2.4629e+00  1.0881e-01
2.8409e+00  1.5049e+00  1.5695e-01
2.1247e+00  2.1225e+00  1.9919e-01
1.0978e-01  5.2298e-01  1.3098e+00
1.3400e+00  1.4231e+00  1.3871e-01
3.0032e+00  1.5899e+00  6.2159e+00
1.8304e+00  1.8216e+00  6.2156e+00
1.0978e-01  2.3730e+00  3.4611e+00
1.8046e+00  1.7922e+00  1.5177e-01
3.7680e-01  2.4166e+00  7.8560e-01
1.2624e-01  1.4998e+00  3.8697e+00
1.1242e+00  2.1603e+00  5.5856e-01
1.5613e+00  1.3098e+00  2.4175e-01
1.0978e-01  8.9471e-01  6.5883e-01
9.3459e-01  1.8895e+00  1.0257e-01
2.3304e+00  1.5167e+00  6.1092e+00
1.0978e-01  1.1681e+00  5.2880e+00
1.2230e+00  1.6726e+00  6.1913e+00
1.0978e-01  8.3829e-01  4.5846e+00
1.0978e-01  1.5434e+00  3.3407e+00
1.3452e+00  1.9549e+00  6.1923e+00
1.0978e-01  1.0657e+00  5.3985e+00
5.5200e-01  2.7138e+00  4.9633e+00
3.2478e+00  1.8826e+00  6.1874e+00
1.0978e-01  2.6425e+00  5.6880e+00
5.8978e-01  1.1312e+00  7.2013e-02
8.3129e-01  1.4313e+00  5.7433e+00
1.5758e-01  2.0728e+00  5.5767e+00
4.8611e+00  1.7558e+00  6.7460e-02
1.0310e+00  1.7535e+00  5.9544e-01
2.9114e+00  1.5176e+00  6.2363e+00
3.1672e+00  1.7591e+00  6.0162e+00
1.0978e-01  2.1970e+00  4.5866e+00
1.0978e-01  2.0805e+00  1.3374e+00
1.0978e-01  2.0493e+00  4.9490e+00
1.6514e+00  2.0619e+00  6.6015e-03
1.5514e+00  1.9866e+00  5.7389e+00
2.9030e+00  1.3293e+00  6.2768e+00
1.4553e+00  1.5694e+00  5.7870e+00
1.0978e-01  2.1149e+00  4.0788e+00
9.2950e-01  1.6722e+00  5.0555e-01
2.7199e+00  1.6035e+00  9.0668e-02
1.0852e+00  9.9219e-01  6.2427e+00
7.7099e-01  1.1399e+00  6.2779e+00
4.0461e-01  1.1685e+00  1.6126e+00
1.5095e-01  1.5722e+00  1.0713e+00
1.7277e-01  1.1419e+00  1.2488e+00
1.7394e-01  2.1632e+00  6.0932e-01
1.7054e-01  5.7910e-01  4.5657e-01
1.0978e-01  1.3988e+00  4.6828e+00
2.1184e+00  1.4481e+00  1.8544e-02
7.3086e-01  1.9977e+00  5.5107e+00
1.0978e-01  2.2034e+00  5.4405e+00
3.9169e-01  6.0673e-01  2.9791e+00
2.9529e-01  1.9435e+00  3.5102e+00
7.0233e-01  1.3254e+00  5.5630e-01
1.2166e+00  1.0157e+00  5.9785e+00
2.0955e-01  2.2129e+00  1.0096e+00
1.0978e-01  2.1451e+00  3.6727e+00
9.1862e-01  2.1995e+00  6.0984e+00
1.0978e-01  8.5376e-01  5.8042e+00
2.4903e+00  1.4709e+00  6.2518e+00
1.8823e+00  2.0856e+00  2.4407e-01
1.0978e-01  2.3123e+00  5.2771e+00
1.1492e+00  1.4878e+00  5.5870e+00
4.9227e+00  1.6080e+00  6.2395e+00
2.0144e-01  9.8725e-01  6.2697e+00
1.4393e+00  1.4614e+00  5.7098e+00
1.8922e+00  1.8622e+00  5.8977e+00
1.0978e-01  1.4869e+00  5.0494e+00
2.2184e-01  8.3373e-02  6.1297e+00
1.0978e-01  1.9348e+00  2.7801e+00
1.1793e+00  1.5081e+00  2.3510e-01
1.8370e+00  1.7550e+00  5.9342e+00
1.0978e-01  2.4691e+00  2.3143e+00
1.0978e-01  6.8174e-01  2.9260e+00
1.0978e-01  7.6915e-01  3.2830e+00
2.0835e+00  1.7636e+00  1.3398e-01
1.6561e+00  1.5661e+00  3.0349e-01
1.0978e-01  1.7410e+00  2.9812e+00
6.2207e+00  1.6868e+00  8.3573e-02
5.0903e+00  1.5991e+00  6.0953e+00
8.4746e-01  1.6836e+00  6.1147e+00
4.1184e-01  2.4933e+00  5.4427e+00
1.1662e+00  2.0114e+00  4.9046e-01
6.6786e-01  1.2243e+00  5.1576e+00
1.0978e-01  2.1726e+00  5.0771e+00
2.1739e+00  1.6900e+00  1.1223e-02
9.9239e+00  1.7160e+00  3.3214e-02
1.0978e-01  1.4459e+00  3.4748e+00
4.6226e-01  2.6962e+00  5.8751e+00
1.0978e-01  2.0112e+00  4.9564e+00
3.9583e+00  1.7316e+00  8.1734e-02
1.0978e-01  1.9457e+00  1.5654e+00
1.0978e-01  1.4120e+00  1.8772e+00
1.6097e-01  2.6801e+00  1.0077e+00
2.9398e-01  1.6957e+00  6.0107e+00
1.7639e+00  1.5833e+00  1.7886e-01
5.8134e-01  1.4397e+00  6.3230e-01
1.0978e-01  9.8517e-01  4.5037e+00
6.9224e-01  8.9088e-01  5.8330e+00
2.4813e+00  1.7212e+00  6.1432e+00
2.4285e+00  1.3851e+00  1.6619e-01
4.8885e+00  1.6764e+00  6.0837e+00
1.0978e-01  2.6608e+00  1.0307e+00
7.7812e+00  1.7039e+00  6.2416e+00
1.0978e-01  4.6703e-01  3.0143e+00
2.1169e+00  1.5471e+00  5.6437e+00
1.0978e-01  8.0916e-01  5.8201e+00
1.8384e+00  1.6764e+00  1.7772e-01
4.6253e-01  2.6763e+00  1.0516e+00
1.0978e-01  1.9580e+00  2.9550e+00
1.9648e+00  1.7159e+00  6.0638e+00
2.5971e-01  1.8994e+00  1.3999e+00
2.8591e-01  1.2905e+00  4.4382e+00
1.0978e-01  2.5284e-01  3.4207e+00
1.4297e+00  1.4071e+00  6.1974e+00
1.0551e+00  1.4190e+00  5.8020e+00
1.4346e+00  2.1232e+00  6.2025e+00
2.3497e+00  1.9951e+00  7.2842e-02
3.5387e+00  1.8659e+00  6.2691e+00
1.0978e-01  9.7198e-01  6.1262e+00
1.9939e-01  1.1479e+00  5.7372e+00
1.2612e+00  1.6935e+00  7.9783e-02
1.0978e-01  1.7406e+00  1.0038e+00
1.3874e+00  2.1171e+00  5.9300e+00
1.4264e+00  2.1659e+00  8.9734e-02
1.0978e-01  4.6376e-01  2.6200e+00
1.0727e+00  1.8784e+00  5.8847e+00
1.4198e+00  1.9302e+00  5.8467e+00
1.1367e+00  1.9952e+00  6.2443e+00
1.3686e+00  1.8054e+00  6.0823e+00
2.5599e+00  1.5644e+00  6.0239e+00
1.6237e+00  1.5057e+00  6.1668e+00
2.2095e-01  1.9703e+00  4.5891e+00
3.4040e+00  1.8003e+00  6.0499e+00
2.0372e-01  1.2242e+00  2.2145e+00
1.2609e-01  1.3603e+00  3.6892e+00
2.5388e-01  2.4974e+00  6.9409e-01
1.0978e-01  2.5869e+00  5.2487e+00
7.1015e+00  1.6905e+00  1.5808e-02
1.0978e-01  1.6678e+00  1.7249e+00
1.5565e+00  1.4680e+00  6.0957e+00
2.1167e-01  2.3199e+00  5.3908e-01
1.4674e+00  1.2579e+00  3.9410e-01
2.6500e+00  1.7251e+00  6.2570e+00
3.4691e-01  1.9787e+00  1.6306e+00
2.3436e+00  1.5953e+00  5.9549e+00
1.0978e-01  2.2514e+00  4.0003e+00
2.6038e+00  1.8611e+00  6.1300e+00
1.0978e-01  1.6139e+00  6.1568e+00
3.6814e-01  8.9116e-01  6.8778e-01
1.5922e+00  1.5812e+00  1.9398e-01
1.0978e-01  1.2605e+00  3.1360e+00
5.0610e-01  2.1995e+00  4.8770e+00
1.0978e-01  1.6276e+00  6.1609e+00
2.6988e+00  1.6567e+00  6.1544e-02
1.5759e+00  1.6478e+00  6.2601e+00
2.1863e+00  1.3529e+00  6.1638e+00
1.6270e+00  1.2949e+00  3.9306e-01
2.3267e-01  1.8949e+00  5.7952e+00
2.4471e+00  1.7076e+00  1.4829e-01
1.0978e-01  8.8570e-01  4.7550e+00
8.9465e-01  2.4060e+00  5.2394e-01
1.0978e-01  2.7190e+00  3.0881e+00
1.0978e-01  1.0684e+00  6.2672e+00
1.0978e-01  9.5661e-01  6.0366e+00
1.0978e-01  1.6896e+00  1.5037e+00
1.0978e-01  2.5772e+00  3.4688e+00
1.0978e-01  2.0236e+00  3.9102e+00
9.2190e-01  1.5954e+00  3.9273e-01
1.0978e-01  2.3832e+00  2.4117e+00
3.0651e+00  1.7397e+00  6.1805e+00
2.9267e+00  1.7402e+00  6.0800e+00
1.0978e-01  6.2904e-01  2.6242e+00
3.9685e+00  1.5614e+00  5.5799e-02
1.1141e-01  2.1525e+00  4.8924e+00
2.4080e+00  1.4422e+00  1.6166e-01
1.0978e-01  1.2641e+00  5.6464e-02
8.6002e-01  1.6897e+00  9.3154e-01
1.6183e+00  1.3671e+00  5.7848e+00
8.4503e-01  2.0774e+00  5.5191e+00
1.0978e-01  2.4172e+00  2.9939e+00
2.3424e+00  1.2318e+00  6.1043e+00
1.0330e+00  1.3997e+00  5.9990e+00
3.4311e+00  1.5721e+00  6.1573e+00
1.6488e+00  1.9601e+00  6.2806e+00
2.2025e+00  1.6731e+00  6.1505e+00
1.0705e+00  1.9754e+00  5.8838e+00
1.0978e-01  1.5144e+00  9.4216e-01
8.2401e-01  2.4652e+00  5.8868e+00
1.0978e-01  1.0581e+00  3.2002e+00
1.0978e-01  1.7476e+00  1.1814e+00
1.0978e-01  1.2904e+00  4.3292e+00
1.2114e+00  1.3101e+00  5.1363e-01
1.0978e-01  2.4506e+00  1.8635e+00
1.2205e+00  1.7473e+00  6.0292e+00
6.7958e+00  1.7660e+00  6.2805e+00
1.0978e-01  2.5650e+00  4.1652e+00
7.3491e-01  1.2156e+00  4.2705e-01
1.0978e-01  2.0696e+00  3.7505e+00
1.9118e+00  2.0447e+00  1.0604e-01
7.0115e-01  1.9125e+00  1.2429e+00
4.8598e+00  1.5712e+00  7.4674e-02
1.6141e+00  1.0537e+00  6.1323e+00
1.5395e+00  1.7983e+00  6.2033e+00
4.2241e+00  1.6662e+00  8.7196e-02
2.0962e+00  1.6521e+00  6.1157e+00
1.1618e+00  1.2698e+00  6.1379e+00
1.0978e-01  2.5483e+00  2.3586e+00
7.8804e-01  1.8247e+00  5.5292e+00
1.0978e-01  1.6109e+00  1.1046e+00
2.5815e-01  1.8870e+00  4.0307e+00
1.0526e+00  1.9035e+00  6.1739e-01
1.0978e-01  2.1509e+00  5.7792e-01
1.1081e+00  1.9160e+00  5.6938e+00
1.0747e+00  9.6693e-01  4.0494e-01
1.7537e-01  1.9535e+00  1.8209e+00
3.1099e+00  1.7958e+00  1.8159e-01
1.0281e+00  2.2430e+00  4.4451e-01
5.5082e+00  1.7778e+00  4.4990e-03
2.4048e+00  1.3679e+00  5.9029e+00
3.5719e+00  1.5973e+00  4.3333e-02
1.3931e+00  1.7638e+00  6.0144e+00
